Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0044894426,0.0040993872,0.0113287319,0.0177027057,0.0338122272,0.0327133071,0.0318689345,0.0310111848,,,0.5513765806,0.53,2,2.3,2.5,2.6,3.2,5.41,5.9038676028,7.3191064114,
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.1336172892,0.1870426223,0.3665331753,2.2444182217,2.8145179874,3.5328381615,3.9177879771,4.3010517891,4.7219993785,9,10.8,14,14,,16.5,17.76,19.0160797816,20.2721595627,
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.3056566864,0.6704659739,0.9921684834,1.3049889728,1.9321058021,5.0904833414,8.1818639545,14.6418357747,20.9824734633,21.3952123628,21.5675829464,24.5,27.9,30,31,32.5,34,34.82,36,36.6,42.5309304744,46.7290780592,
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0136635582,0.0299056631,0.0501841867,0.1101044009,0.3089489601,0.6090415616,1.2290997642,2.0515661127,3.8893056662,5.633607561,8.8626014554,11.2714432914,14.3986231088,16.6217218793,20.7559931657,23.7125673926,26.5097957343,31.0394181688,34.7118892337,39.3525378219,43.1824341332,46.2610778058,48.7782387862,54.3040032558,56.8413099117,
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0086045612,0.0212450619,0.0580581306,0.1002646254,0.1450986613,0.23486426,0.3549351544,0.5546895529,0.7824841098,1.1204286059,1.8525117436,2.1222032833,2.7027619087,4.1289088169,4.7674487753,6.0268591231,7.4995154175,10.412779728,13.2183530561,15.6120419673,
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0029599575,0.012400065,0.0290908246,0.0727118954,0.1134389013,0.1739717257,0.3294579861,0.5276210647,0.7913017729,1.0724906373,1.4128750221,1.9316722136,2.5770585014,3.2766317603,4.3399820892,4.8966913826,5.9447434049,7.3431151592,8.9998443697,11.7475980819,13.5478616838,
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,36.5152298938,45.1168526484,59.470710675,58.8096918372,64.0074481394,63.371356147,64.2141613631,65.0802184432,70,75,80,85,89.4077,93.8,95.21,96.6411950959,98.0939038922,
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0027654482,0.0054844358,0.0544644985,0.1624645482,0.2963511043,0.3484144249,0.6474100109,0.7938218644,1.0504227059,1.4585802284,1.4461599804,1.7920467939,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,29.9887375493,32.0510027436,
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0021268692,0.0227872358,0.0398382476,0.0747634049,0.1590251621,0.2791170045,0.5640341799,0.8750304673,1.5980918439,2.0958149619,2.9148953375,3.675549093,4.5653374482,5.746870828,6.7773388172,7.8322899472,10.7891193454,13.0025590032,15.5291505289,18.1593339275,22.6011122053,26.7395291096,29.8757623064,
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0134554003,0.038027063,0.0781980256,0.1553020371,0.3542191553,0.6995149028,1.4000211893,1.9946522508,3.3936626626,4.4714934659,5.7397615137,6.8142573352,8.3704765481,10.920993232,13.5276772925,16.1975960731,19.8704787137,22.6820222282,25.8682657339,28.6727620945,32.0630105272,35.7449321901,38.6231604885,
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0028459396,0.0055844333,0.0109565327,0.0538044595,0.2118060704,0.2611500631,1.0839431374,1.5324965902,2.1755243393,2.5802454842,2.9797081872,3.4454312597,3.58,3.72,3.86,7,10,15,22,25,27.36,
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.009968152,0.0277858314,0.0594531148,0.1405960135,0.2695919326,0.6299130406,1.2671741729,2.4698421681,3.5599199177,5.9139213362,8.0296815364,10.3777106549,12.2838510772,15.1364087343,19.973829445,25.1977932684,30.5982464278,36.0336827218,40.0493908489,44.7109969303,48.3688675423,50.9510253175,53.6203439048,56.4925298931,
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2774212914,0.9784221573,1.972063745,2.9230547,6.4270674948,7.1793569938,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774002,67.2299893276,68.4529,72.13,71.378,74.3766455619,
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.1531987908,0.3021551214,0.4964861195,1.590941911,5.5516533065,7.1427040849,11.7455537206,17.3879577959,22.8873279731,36.1634225063,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.0298585647,91.9499237417,93.7765,94.67,97.3341,98.1366986658,
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.8127170717,2.0534547117,3.3152678861,4.3874090553,6.3190620827,7.2193458084,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.7499545592,73.1199437664,75.2344,75.83,79.2006,79.8420977843,
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0369933757,0.2800140857,0.7272735981,2.3641276724,7.0033242446,9.212005085,13.6085897418,22.5212167701,25.1718801643,25.7421239826,31.4840973824,34.8629271734,46.4,47.327,49.24,54,55.198,60.2036967182,61.31,65.8,69.78,77.6001318609,81.6429854646,
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0037104918,0.0056754442,0.0216352031,0.1423007672,0.1755953446,0.6937912448,1.371438101,2.3732531924,3.3533666812,11.607934773,15.084444524,19.7711915653,21.5,33.1,41.3,52,46.107482597,55.4160531915,56,56.8,57.08,58.2712364204,
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,42.184863446,46.646142364,48.047117173,49.4911689195,52.4901966839,55.4648260561,61.4760397135,64.3776824034,67.25,70.1,75,80.3,87,90.7,92.4,93.3633020181,95.2081779701,
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0008253909,0.0034572169,0.004643901,0.0281288084,0.2608182057,0.6006952687,1.2828464167,1.4878129522,3.7872427989,7.4075445842,10.6293908417,14.6302704552,19.6206477052,20.45,23.39,27.5,32.3,38,43.37,60,67,69,70.9999991067,
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0036951957,0.014333647,0.0625610231,0.1686087813,0.196394691,0.2225115862,0.3397201546,0.4232524193,0.5253536549,0.5677218022,0.6075522389,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,4.7136628995,
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2269300897,0.3094442381,0.5696274636,1.1199086155,2.2038729394,3.6172906493,5.3477651689,5.9765928499,6.5882548753,6.869605067,11.0363527829,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.4619551469,59.0925899654,
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019476877,,,,,0.0370977716,0.0842000371,0.2275824096,0.4857598747,0.9178809934,1.6923366856,2.0854824399,3.7721769619,5.1497482204,8.4349121323,9.8375748492,11.8547442203,15.0759003361,18.7529952901,21.6184156542,24.8726792272,27.835958942,31.6111871158,35.3283433995,40.2402167125,44.3350668166,48.1778971058,
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0058806949,0.0173078099,0.0283050416,0.0433391668,0.1025641899,0.2004062803,0.6273115396,1.2657832782,1.8574362213,5.0813841534,7.0380231165,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1762954125,39.75,43.46,44.39,57.4310429924,59.5404459967,
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0370594316,,,0.9660715666,1.5342717962,1.7066140777,2.3354445752,2.5697503671,3.5997768138,3.8787023977,3.7955902143,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418035,29.7877793626,
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0058323832,0.0137258768,0.0396592249,0.0845772952,0.1683552639,0.3848618104,0.7594930442,1.5300160377,2.1808975362,3.7117462426,4.8859041796,6.2665768947,7.4301161132,9.1186487251,11.9268155701,14.7802809962,17.6982321079,21.6523756043,24.7940917762,28.2700039181,31.2210352326,34.8604583968,38.6997010357,41.7584201167,
"Macedonia, FYR",MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0407438399,0.0759957341,0.5039850095,1.0028616658,1.4973302601,2.4855663164,3.4681846085,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.449947313,65.24,68.06,70.3802,72.1568144676,
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0020552281,0.0100859189,0.0197938882,0.0609098734,0.142545755,0.1858974133,0.2270455785,0.3103644432,0.4328196399,0.507063136,0.7296272808,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.1121864891,
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.2249956986,1.0515274751,3.9206051323,6.5007839945,7.7597980383,13.1137087111,17.8778483243,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.0198237885,68.1998742929,68.9138,73.17,76.184,77.2893948185,
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0001517094,,0.0002892774,0.0004264935,0.0240641491,0.024337392,0.0652388555,0.1820483311,0.2171284451,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424,
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.002879945,0.0133790337,0.02632826,0.0752411774,0.159506093,0.4177993138,0.8418357791,1.1434930343,2.8231748057,4.0610874449,7.5002187816,8.6231844529,9.9933668075,11.9482906028,15.0734935327,17.7876099355,20.7333035222,23.0204479366,26.2741709603,29.8061155579,34.8392581629,39.1394850555,43.104981014,
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3500686036,27.1,28.9,30.8,32.9,35.1,37.5,35.611541246,56.8387825491,60.31,61,68.1195810359,69.8816468417,
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0088112248,0.0181607493,0.1127425537,0.1458105415,0.5084715599,1.2556520036,1.6532382391,2.0395726035,,,,,9,9.8,10,10.2,12.4999911085,16.4,17.699984237,19.9424474349,21.4360311065,22.2657705008,
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0030429788,0.0118426108,0.0201970552,0.056250629,0.10959253,0.1600319466,0.2596126113,0.4195388439,0.6794478354,0.8543571181,0.842954488,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.5212390868,
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0041725273,0.0405947949,0.1184644636,0.1920314624,0.261448552,0.3632294146,0.4240048958,0.4814704382,0.6699664749,0.9796612527,1.4336131959,1.87,2.28,4,4.5,5,6.2,10.7,15.1991266908,18,
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.1837691579,0.4756291926,2.5652799618,4.652213227,7.281535115,8.7809040189,10.2526246719,12.1871062041,13.6890885885,15.1722287525,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.116825135,44.8032753683,50.1393184767,52.1913259357,
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.004668518,0.0180573652,0.0872787549,0.1267809448,0.1640207253,0.2150947265,0.2788151163,0.347505335,0.3844893341,0.4251374896,0.9658647366,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,9.2981483471,9.6140972962,
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0010478224,0.0255384775,0.0996074173,0.1456738367,0.8520444665,2.307393234,6.751770483,12.3055021988,21.3847311645,26.6959725007,32.3382043389,34.9711523397,42.2522656295,48.629170246,51.6379889864,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.6654258813,71.0640678112,78.7883099275,
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7426925026,1.104451959,1.6439445192,2.1635710885,4.6156540453,8.7322329826,15.4607326111,20.9691886367,29.5808361748,35.882812393,43.8869618214,50.1723887895,59.0598206808,61.9421280391,64.8754047396,68.3315571676,69.2739796236,74.8217513215,74.2693498231,71.92675751,72.5503537967,71.0589108031,75.5346975521,72.8512531931,74.4268352717,75.9638260208,77.56345949,
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0061720509,0.0090321454,0.0587506786,0.2867450934,0.3362177077,1.6447395473,2.4169794417,2.6336997688,3.3598398855,3.8047156153,4.0100466444,4.3988706473,4.8356107783,5.3290037721,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.0333459383,
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0051790126,0.2529839456,0.989334969,1.9360428253,5.688147323,13.9395488233,18.2371097828,22.3897974171,26.4083344704,30.2980462088,32.3590147532,33.5157146807,35.05,34.51,33.99,42,50,58,66,70,74.0017527914,,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0010393045,0.0020087661,0.0029115028,0.0281360223,0.0362612938,0.1051854314,0.1271524688,0.1556987037,0.1899337337,0.2213413515,0.2940339771,0.3903906198,0.7,0.76,0.83,1.3,1.4077,1.7,1.95,2.476219975,4.3227580303,
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0088329804,0.0172374007,0.025231461,0.0410387229,0.0640808079,0.0899013705,0.3204619755,0.5585762449,1.2861376413,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,24.5,25.67,
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0131662276,0.0300464776,0.0840932914,0.2062168184,0.3038089746,0.4979016433,0.9802164867,1.4487994282,1.7147295843,1.8804125324,2.3206646086,2.5663511766,2.8055730627,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.704291499,24.5718339595,
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334386942,0.5314961284,1.3200080283,1.9670877371,3.257308831,6.47315766,9.6490691447,14.065511398,22.2438276874,39.1760072483,43.9843513731,49.3730621073,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.4199957622,92.8599923595,93.9564,91.666666,91.724137931,90.4109589041,
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7072994482,1.4073951579,2.2163658319,2.7839908462,4.1524502917,6.4232204926,18.2503107686,20.4178814361,22.5601125479,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.4899826515,94.6499780533,95.0534,96.3,96.8103,97.2982036675,
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0009248776,0.0045104728,0.0219988576,0.0643935956,0.1466688692,0.2046516837,0.2400153034,0.3129560601,0.382810917,0.4498436512,0.8265512659,1.1413891639,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.5816180066,19.6887638366,
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2.9871552325,,,,,,,,,,54,,,,,,
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.2859412414,0.6312153673,3.1687188484,4.88424078,8.041899368,14.6015243991,31.6362608088,41.4944826585,47.3795565432,53.2410152941,59.0807532813,60.9625398664,61.8476278106,62.720212369,69,69.76,72.03,79.7,80.46,81.23,81.6444701795,82.78,85.5,88.222888818,88.4701863471,
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445914808,0.4312218797,0.6648310696,0.8786829034,1.7706504897,3.3359310361,6.0887491213,9.5375449262,14.2814505794,20.6435700962,27.8900398696,33.4319816006,41.5377360371,45.7459939888,50.5723644255,54.1819458676,56.6426074002,61.902586319,63.938203886,65.3516565392,67.6405300547,68.5583360139,70.9599705607,72.2825276653,73.8941058335,76.5625912457,78.7311322214,
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0.4397928048,0.8627253061,2.5156659866,3.5204214165,5.8938415215,6.8733960392,7.2557429454,6.7588521702,6.6835814202,8.2997166725,16.68,20,26.8,35.8278,48,60,66.45,70.22,66.1338112722,69.9291925745,
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.8619401555,1.4820748402,2.5351329641,3.3500779652,5.4040730396,6.6546458149,8.6050018762,10.3448877571,12.1335053799,12.8603222972,14.2260490333,16.0444847938,18.6496871692,20.6277485096,24.1919171702,27.7936250192,31.0933568946,35.9386306329,39.7137343536,43.2865450549,45.7299346232,
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0001227019,0.0029917305,0.0275492379,0.0439477193,0.0553572379,,1.3185507793,2.5774267368,5.0411581259,6.1643209853,6.3323290983,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,15.5145577897,
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0076368991,0.0561230427,0.219998526,0.5390655407,2.7506480714,3.8368645085,6.5547964773,7.2683998779,8.5180778152,9.9874240772,11.1408625409,11.4840092783,17.3495661696,22.29,33.82,39.08,40.1,42.7,40.301895221,44.03,44.92,51.2054249949,54,
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0085045783,0.0334123047,0.24623258,0.4034297011,1.1903804404,1.9524976076,3.0764306114,7.5787629572,8.9669491704,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.9,45.4617406869,
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0058442535,0.0285857018,0.0559460285,0.1369129629,1.1034059944,1.4316088034,1.9822531961,2.5240056601,4.3322757464,4.8576722671,5.2436284522,5.3976363294,5.7405863253,5.97,6.22,9,25,29,36.2351,48.099023589,49.6,53.7,55.5,
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,20.2439394706,21.6015271777,26.9703326341,,,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0020670228,0.100588321,0.2349585416,0.6671133149,0.8352493024,0.9041035452,1.3216569349,1.374404668,1.5079127723,1.7161904756,1.7544872607,1.7905593614,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.6015384615,
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0052294681,0.0521271813,0.1299617039,0.3890981444,0.6477523331,1.2952002547,2.0734654736,4.1022720022,5.4564437301,7.2854287081,9.9006697074,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.949998969,62.3099972715,62.8492,66.6,67.997,73.3007,
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0048671314,0.0140233707,0.0287247737,0.0739185594,0.1241797685,0.1875404051,0.3616117106,0.6443348853,0.9884713905,1.7200344979,2.4540157599,3.2293151115,3.659929473,4.3613257259,6.0997544506,7.0852504252,8.5661620227,10.2952477652,12.3641524377,15.0004004119,17.1976297829,
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0272546624,0.1351027835,0.2681604275,1.3318221591,2.647646679,5.265682651,10.4746482089,15.6300309162,17.5476475655,19.7070256578,22.1307382347,23.4000504487,25.4424182103,27.86,38,41.5,45.3,48,68.9999826014,68.999990004,76.1338597202,79.4687688253,80.32,
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1002305704,0.2504265014,0.450161608,0.7189057536,1.4943345295,2.9808776697,4.953001955,9.8704464423,14.7423378419,16.4304676924,18.0871365595,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.2499968797,60.3399974868,62.0956,64.59,68.6329,70.4235670887,
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0203596118,0.0995767193,0.1949049507,0.3816573202,0.7476307115,1.0987938357,1.7949695977,2.1119420821,3.4524384314,7.9070078614,7.9620738839,11.21,14.27,18.9,19.8,24.7635158794,29.34,36.9,43,48.4386879539,51.3498743564,
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1.1113062071,1.8368548392,3.1000922351,4.1306163563,4.400904826,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.4241924139,61.1783848275,
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0217216344,0.1311108529,0.2851130519,0.6122418478,0.8708103314,1.4584175221,1.8610606759,3.993996967,4.5456705416,5.1712883882,5.5791267917,6.4935372402,7.3934250739,8.6920471051,10.8715655056,12.9746966776,17.6487885831,20.7210436897,22.0312360967,24.7368187548,27.9469274518,30.6072134709,
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2704870597,0.4926523496,0.7729023619,1.0058249857,2.0039098888,3.7329497115,6.7954518228,10.6459411388,15.8700015526,22.8975504508,30.5460399157,36.6516713851,44.6823947732,49.7706167015,54.9642476624,58.4898973131,60.4171288563,65.6598352241,67.6522650548,68.8652280501,70.9795590587,71.4300886681,74.2283137726,75.7347464364,77.3991187022,79.0957056112,81.1277965354,
